20100808


Iter     Func-count       f(x)      MeshSize     Method
   23          68      0.0859552      0.007813     Refine Mesh
   24          72      0.0859552      0.003906     Refine Mesh
   25          76      0.0859552      0.001953     Refine Mesh
   26          80      0.0859552     0.0009766     Refine Mesh
   27          84      0.0859552     0.0004883     Refine Mesh
   28          88      0.0859552     0.0002441     Refine Mesh
   29          92      0.0859552     0.0001221     Refine Mesh
   30          96      0.0859552     6.104e-05     Refine Mesh

Iter     Func-count        f(x)       MeshSize      Method
   31         100      0.0859552     3.052e-05     Refine Mesh
   32         104      0.0859552     1.526e-05     Refine Mesh
   33         108      0.0859552     7.629e-06     Refine Mesh
   34         112      0.0859552     3.815e-06     Refine Mesh
   35         116      0.0859552     1.907e-06     Refine Mesh
   36         120      0.0859552     9.537e-07     Refine Mesh
Optimization terminated: mesh size less than options.MeshTolerance.
Elapsed time is 88154.925556 seconds.
20110131


Iter     Func-count       f(x)      MeshSize     Method
    0           1       0.135231             1      
    1           2       0.135231           0.5     Refine Mesh
    2           5       0.132108             1     Successful Poll
    3           6       0.132108           0.5     Refine Mesh
    4           9       0.132108          0.25     Refine Mesh
    5          12       0.115307           0.5     Successful Poll
    6          13       0.114004             1     Successful Poll
    7          15       0.114004           0.5     Refine Mesh
    8          16        0.11143             1     Successful Poll
    9          18        0.11143           0.5     Refine Mesh
   10          22        0.11143          0.25     Refine Mesh
   11          26        0.11143         0.125     Refine Mesh
   12          29       0.110802          0.25     Successful Poll
   13          32       0.108638           0.5     Successful Poll
   14          36       0.108638          0.25     Refine Mesh
   15          40       0.108638         0.125     Refine Mesh
   16          44       0.108638        0.0625     Refine Mesh
   17          48       0.108638       0.03125     Refine Mesh
   18          52       0.108638       0.01563     Refine Mesh
   19          56       0.108638      0.007813     Refine Mesh
   20          60       0.108638      0.003906     Refine Mesh
   21          61       0.108412      0.007813     Successful Poll
   22          65       0.108412      0.003906     Refine Mesh
   23          69       0.108412      0.001953     Refine Mesh
   24          73       0.108412     0.0009766     Refine Mesh
   25          75       0.107896      0.001953     Successful Poll
   26          79       0.107896     0.0009766     Refine Mesh
   27          83       0.107896     0.0004883     Refine Mesh
   28          87       0.107896     0.0002441     Refine Mesh
   29          88       0.107604     0.0004883     Successful Poll
   30          91       0.107088     0.0009766     Successful Poll

Iter     Func-count        f(x)       MeshSize      Method
   31          95       0.107088     0.0004883     Refine Mesh
   32          99       0.107088     0.0002441     Refine Mesh
   33         103       0.107088     0.0001221     Refine Mesh
   34         107       0.107088     6.104e-05     Refine Mesh
   35         111       0.107088     3.052e-05     Refine Mesh
   36         115       0.107088     1.526e-05     Refine Mesh
   37         119       0.107088     7.629e-06     Refine Mesh
   38         123       0.107088     3.815e-06     Refine Mesh
   39         127       0.107088     1.907e-06     Refine Mesh
   40         131       0.107088     9.537e-07     Refine Mesh
Optimization terminated: mesh size less than options.MeshTolerance.
Elapsed time is 91495.145579 seconds.
20110130


Iter     Func-count       f(x)      MeshSize     Method
    0           1        0.10205             1      
    1           2        0.10205           0.5     Refine Mesh
    2           5      0.0999564             1     Successful Poll
    3           6      0.0999564           0.5     Refine Mesh
    4           9      0.0999564          0.25     Refine Mesh
    5          12      0.0855587           0.5     Successful Poll
    6          13      0.0833491             1     Successful Poll
    7          14      0.0819143             2     Successful Poll
    8          16      0.0819143             1     Refine Mesh
    9          18      0.0819143           0.5     Refine Mesh
   10          21      0.0819143          0.25     Refine Mesh
   11          22       0.080728           0.5     Successful Poll
   12          25       0.080728          0.25     Refine Mesh
   13          28       0.080728         0.125     Refine Mesh
   14          31       0.080728        0.0625     Refine Mesh
   15          34       0.080728       0.03125     Refine Mesh
   16          37       0.080728       0.01563     Refine Mesh
   17          40       0.080728      0.007813     Refine Mesh
   18          43       0.080728      0.003906     Refine Mesh
   19          46       0.080728      0.001953     Refine Mesh
   20          49       0.080728     0.0009766     Refine Mesh
   21          52       0.080728     0.0004883     Refine Mesh
   22          55       0.080728     0.0002441     Refine Mesh
   23          58       0.080728     0.0001221     Refine Mesh
   24          61       0.080728     6.104e-05     Refine Mesh
   25          64       0.080728     3.052e-05     Refine Mesh
   26          67       0.080728     1.526e-05     Refine Mesh
   27          70       0.080728     7.629e-06     Refine Mesh
   28          73       0.080728     3.815e-06     Refine Mesh
   29          76       0.080728     1.907e-06     Refine Mesh
   30          79       0.080728     9.537e-07     Refine Mesh
Optimization terminated: mesh size less than options.MeshTolerance.
Elapsed time is 93497.153591 seconds.
20110125


Iter     Func-count       f(x)      MeshSize     Method
    0           1      0.0822539             1      
    1           2      0.0822539           0.5     Refine Mesh
    2           6      0.0822539          0.25     Refine Mesh
    3          10      0.0733273           0.5     Successful Poll
    4          14      0.0733273          0.25     Refine Mesh
    5          17      0.0728856           0.5     Successful Poll
    6          20      0.0728856          0.25     Refine Mesh
    7          24      0.0728856         0.125     Refine Mesh
    8          28      0.0728856        0.0625     Refine Mesh
    9          32      0.0728856       0.03125     Refine Mesh
   10          36      0.0728856       0.01563     Refine Mesh
   11          40      0.0728856      0.007813     Refine Mesh
   12          44      0.0728856      0.003906     Refine Mesh
   13          48      0.0728856      0.001953     Refine Mesh
   14          52      0.0728856     0.0009766     Refine Mesh
   15          56      0.0728856     0.0004883     Refine Mesh
   16          60      0.0728856     0.0002441     Refine Mesh
   17          64      0.0728856     0.0001221     Refine Mesh
   18          68      0.0728856     6.104e-05     Refine Mesh
   19          72      0.0728856     3.052e-05     Refine Mesh
   20          76      0.0728856     1.526e-05     Refine Mesh
   21          80      0.0728856     7.629e-06     Refine Mesh
   22          84      0.0728856     3.815e-06     Refine Mesh
   23          88      0.0728856     1.907e-06     Refine Mesh
   24          92      0.0728856     9.537e-07     Refine Mesh
Optimization terminated: mesh size less than options.MeshTolerance.
Elapsed time is 95822.592308 seconds.
20110203


Iter     Func-count       f(x)      MeshSize     Method
    0           1      0.0687375             1      
    1           2      0.0687375           0.5     Refine Mesh
    2           5      0.0673492             1     Successful Poll
    3           6      0.0673492           0.5     Refine Mesh
    4           9      0.0673492          0.25     Refine Mesh
    5          10      0.0671521           0.5     Successful Poll
    6          13      0.0671521          0.25     Refine Mesh
    7          17      0.0638124           0.5     Successful Poll
    8          20      0.0638124          0.25     Refine Mesh
    9          23      0.0630856           0.5     Successful Poll
   10          26      0.0630856          0.25     Refine Mesh
   11          29      0.0630856         0.125     Refine Mesh
   12          31      0.0629733          0.25     Successful Poll
   13          34      0.0629733         0.125     Refine Mesh
   14          37      0.0629733        0.0625     Refine Mesh
   15          38      0.0625764         0.125     Successful Poll
   16          42      0.0625764        0.0625     Refine Mesh
   17          46      0.0625764       0.03125     Refine Mesh
   18          50      0.0625764       0.01563     Refine Mesh
   19          54      0.0625764      0.007813     Refine Mesh
   20          58      0.0625764      0.003906     Refine Mesh
   21          59      0.0625238      0.007813     Successful Poll
   22          63      0.0625238      0.003906     Refine Mesh
   23          67      0.0625238      0.001953     Refine Mesh
   24          71      0.0625238     0.0009766     Refine Mesh
   25          75      0.0625238     0.0004883     Refine Mesh
   26          79      0.0625238     0.0002441     Refine Mesh
   27          83      0.0625238     0.0001221     Refine Mesh
   28          87       0.062491     0.0002441     Successful Poll
   29          91       0.062491     0.0001221     Refine Mesh
   30          95       0.062491     6.104e-05     Refine Mesh

Iter     Func-count        f(x)       MeshSize      Method
   31          99      0.0624805     0.0001221     Successful Poll
   32         103      0.0624805     6.104e-05     Refine Mesh
   33         107      0.0624805     3.052e-05     Refine Mesh
   34         111      0.0624805     1.526e-05     Refine Mesh
   35         113      0.0624374     3.052e-05     Successful Poll
   36         117      0.0624374     1.526e-05     Refine Mesh
   37         121      0.0624374     7.629e-06     Refine Mesh
   38         125      0.0624374     3.815e-06     Refine Mesh
   39         129      0.0624374     1.907e-06     Refine Mesh
   40         133      0.0624374     9.537e-07     Refine Mesh
Optimization terminated: mesh size less than options.MeshTolerance.
Elapsed time is 99206.057818 seconds.
20110204


Iter     Func-count       f(x)      MeshSize     Method
    0           1      0.0765786             1      
    1           2      0.0742719             2     Successful Poll
    2           4      0.0742719             1     Refine Mesh
    3           6      0.0742719           0.5     Refine Mesh
    4           8      0.0722717             1     Successful Poll
    5          10      0.0722717           0.5     Refine Mesh
    6          13      0.0722717          0.25     Refine Mesh
    7          14      0.0718296           0.5     Successful Poll
    8          17      0.0718296          0.25     Refine Mesh
    9          20      0.0718296         0.125     Refine Mesh
   10          23      0.0718296        0.0625     Refine Mesh
   11          26      0.0718296       0.03125     Refine Mesh
   12          28      0.0709662        0.0625     Successful Poll
   13          31      0.0709662       0.03125     Refine Mesh
   14          34      0.0709662       0.01563     Refine Mesh
   15          37      0.0709662      0.007813     Refine Mesh
   16          39      0.0709509       0.01563     Successful Poll
   17          42      0.0709509      0.007813     Refine Mesh
   18          45      0.0709509      0.003906     Refine Mesh
   19          47      0.0706739      0.007813     Successful Poll
   20          50      0.0706739      0.003906     Refine Mesh
   21          53      0.0706739      0.001953     Refine Mesh
   22          56      0.0706739     0.0009766     Refine Mesh
   23          59      0.0706739     0.0004883     Refine Mesh
   24          62      0.0706739     0.0002441     Refine Mesh
   25          65      0.0706739     0.0001221     Refine Mesh
   26          68      0.0706739     6.104e-05     Refine Mesh
   27          71      0.0706739     3.052e-05     Refine Mesh
   28          74      0.0706739     1.526e-05     Refine Mesh
   29          77      0.0706739     7.629e-06     Refine Mesh
   30          80      0.0706739     3.815e-06     Refine Mesh

Iter     Func-count        f(x)       MeshSize      Method
   31          81      0.0706397     7.629e-06     Successful Poll
   32          84      0.0706397     3.815e-06     Refine Mesh
   33          87      0.0706283     7.629e-06     Successful Poll
   34          90      0.0706283     3.815e-06     Refine Mesh
   35          94      0.0706283     1.907e-06     Refine Mesh
   36          98      0.0706283     9.537e-07     Refine Mesh
Optimization terminated: mesh size less than options.MeshTolerance.
Elapsed time is 101706.818814 seconds.
20110215


Iter     Func-count       f(x)      MeshSize     Method
    0           1       0.126872             1      
    1           2       0.126872           0.5     Refine Mesh
    2           5       0.124495             1     Successful Poll
    3           6       0.124495           0.5     Refine Mesh
    4           9       0.108335             1     Successful Poll
    5          11       0.108335           0.5     Refine Mesh
    6          13       0.108335          0.25     Refine Mesh
    7          15      0.0886803           0.5     Successful Poll
    8          18      0.0886803          0.25     Refine Mesh
    9          21      0.0886803         0.125     Refine Mesh
   10          22      0.0877934          0.25     Successful Poll
   11          25      0.0877934         0.125     Refine Mesh
   12          29      0.0869488          0.25     Successful Poll
   13          32      0.0869488         0.125     Refine Mesh
   14          33      0.0860866          0.25     Successful Poll
   15          36        0.08578           0.5     Successful Poll
   16          38        0.08578          0.25     Refine Mesh
   17          41        0.08578         0.125     Refine Mesh
   18          44        0.08578        0.0625     Refine Mesh
   19          46      0.0771623         0.125     Successful Poll
   20          49      0.0771623        0.0625     Refine Mesh
   21          53      0.0771623       0.03125     Refine Mesh
   22          57      0.0771623       0.01563     Refine Mesh
   23          61      0.0771623      0.007813     Refine Mesh
   24          65      0.0771623      0.003906     Refine Mesh
   25          69      0.0771623      0.001953     Refine Mesh
   26          73      0.0771623     0.0009766     Refine Mesh
   27          77      0.0771623     0.0004883     Refine Mesh
   28          81      0.0771623     0.0002441     Refine Mesh
   29          85      0.0771623     0.0001221     Refine Mesh
   30          89      0.0771623     6.104e-05     Refine Mesh

Iter     Func-count        f(x)       MeshSize      Method
   31          93      0.0771623     3.052e-05     Refine Mesh
   32          97      0.0771623     1.526e-05     Refine Mesh
   33         101      0.0771623     7.629e-06     Refine Mesh
   34         105      0.0771623     3.815e-06     Refine Mesh
   35         109      0.0771623     1.907e-06     Refine Mesh
   36         113      0.0771623     9.537e-07     Refine Mesh
Optimization terminated: mesh size less than options.MeshTolerance.
Elapsed time is 104590.956063 seconds.
Elapsed time is 104590.956692 seconds.
